Longitude,Latitude,Pixel,Scan
27.1828204,53.4822073,2200,46800
27.2096859,53.4816955,2300,46800
27.2365513,53.4811778,2400,46800
27.2634169,53.480654,2500,46800
27.2902826,53.4801242,2600,46800
27.3171486,53.4795884,2700,46800
27.344015,53.4790465,2800,46800
27.3708819,53.4784987,2900,46800
27.3977494,53.4779448,3000,46800
27.4246176,53.4773848,3100,46800
27.4514867,53.4768188,3200,46800
27.4783566,53.4762468,3300,46800
27.5052276,53.4756687,3400,46800
27.5320998,53.4750846,3500,46800
27.5589732,53.4744944,3600,46800
27.5858479,53.4738982,3700,46800
27.6127241,53.4732959,3800,46800
27.6396019,53.4726875,3900,46800
27.6662126,53.4720793,3999,46800
26.5907606,53.4754418,0,46900
26.6176453,53.4750622,100,46900
26.6445276,53.4746765,200,46900
26.6714076,53.4742849,300,46900
26.6982854,53.4738873,400,46900
26.7251612,53.4734837,500,46900
26.752035,53.4730742,600,46900
26.778907,53.4726586,700,46900
26.8057772,53.472237,800,46900
26.8326458,53.4718095,900,46900
26.8595128,53.471376,1000,46900
26.8863784,53.4709364,1100,46900
26.9132427,53.4704909,1200,46900
26.9401058,53.4700394,1300,46900
26.9669677,53.4695819,1400,46900
26.9938287,53.4691183,1500,46900
27.0206888,53.4686488,1600,46900
27.047548,53.4681733,1700,46900
27.0744067,53.4676918,1800,46900
27.1012647,53.4672043,1900,46900
27.1281223,53.4667108,2000,46900
27.1549795,53.4662112,2100,46900
27.1818365,53.4657057,2200,46900
27.2086933,53.4651941,2300,46900
27.2355501,53.4646766,2400,46900
27.262407,53.464153,2500,46900
27.289264,53.4636234,2600,46900
27.3161214,53.4630877,2700,46900
27.3429791,53.4625461,2800,46900
27.3698373,53.4619984,2900,46900
27.3966961,53.4614447,3000,46900
27.4235557,53.4608849,3100,46900
27.4504161,53.4603191,3200,46900
27.4772774,53.4597473,3300,46900
27.5041397,53.4591694,3400,46900
27.5310032,53.4585855,3500,46900
27.5578679,53.4579956,3600,46900
27.584734,53.4573995,3700,46900
27.6116015,53.4567975,3800,46900
27.6384707,53.4561893,3900,46900
27.6650728,53.4555813,3999,46900
26.5899785,53.4589386,0,47000
26.6168545,53.458559,100,47000
26.6437281,53.4581735,200,47000
26.6705995,53.457782,300,47000
26.6974686,53.4573845,400,47000
26.7243357,53.456981,500,47000
26.7512009,53.4565716,600,47000
26.7780641,53.4561561,700,47000
26.8049257,53.4557347,800,47000
26.8317855,53.4553072,900,47000
26.8586439,53.4548738,1000,47000
26.8855008,53.4544344,1100,47000
26.9123564,53.453989,1200,47000
26.9392108,53.4535376,1300,47000
26.9660641,53.4530803,1400,47000
26.9929164,53.4526169,1500,47000
27.0197678,53.4521475,1600,47000
27.0466184,53.4516721,1700,47000
27.0734684,53.4511908,1800,47000
27.1003178,53.4507034,1900,47000
27.1271667,53.45021,2000,47000
27.1540152,53.4497106,2100,47000
27.1808635,53.4492053,2200,47000
27.2077117,53.4486939,2300,47000
27.2345598,53.4481764,2400,47000
27.2614081,53.447653,2500,47000
27.2882564,53.4471236,2600,47000
27.3151051,53.4465881,2700,47000
27.3419542,53.4460466,2800,47000
27.3688038,53.4454991,2900,47000
27.3956539,53.4449456,3000,47000
27.4225048,53.444386,3100,47000
27.4493565,53.4438204,3200,47000
27.4762092,53.4432488,3300,47000
27.5030629,53.4426711,3400,47000
27.5299177,53.4420874,3500,47000
27.5567738,53.4414976,3600,47000
27.5836312,53.4409018,3700,47000
27.6104901,53.4402999,3800,47000
27.6373506,53.439692,3900,47000
27.6639441,53.4390842,3999,47000
26.589186,53.4424372,0,47100
26.6160534,53.4420578,100,47100
26.6429183,53.4416724,200,47100
26.669781,53.441281,300,47100
26.6966415,53.4408836,400,47100
26.7234999,53.4404802,500,47100
26.7503564,53.4400709,600,47100
26.777211,53.4396556,700,47100
26.8040639,53.4392343,800,47100
26.8309151,53.438807,900,47100
26.8577648,53.4383737,1000,47100
26.884613,53.4379344,1100,47100
26.91146,53.4374892,1200,47100
26.9383057,53.4370379,1300,47100
26.9651504,53.4365807,1400,47100
26.991994,53.4361175,1500,47100
27.0188367,53.4356482,1600,47100
27.0456787,53.435173,1700,47100
27.07252,53.4346918,1800,47100
27.0993607,53.4342046,1900,47100
27.126201,53.4337114,2000,47100
27.1530409,53.4332122,2100,47100
27.1798805,53.4327069,2200,47100
27.2067201,53.4321957,2300,47100
27.2335595,53.4316785,2400,47100
27.2603991,53.4311552,2500,47100
27.2872388,53.430626,2600,47100
27.3140788,53.4300907,2700,47100
27.3409193,53.4295494,2800,47100
27.3677602,53.4290021,2900,47100
27.3946017,53.4284487,3000,47100
27.421444,53.4278894,3100,47100
27.448287,53.427324,3200,47100
27.475131,53.4267525,3300,47100
27.501976,53.4261751,3400,47100
27.5288222,53.4255915,3500,47100
27.5556697,53.425002,3600,47100
27.5825184,53.4244064,3700,47100
27.6093687,53.4238047,3800,47100
27.6362205,53.423197,3900,47100
27.6628055,53.4225894,3999,47100
26.5883978,53.4259363,0,47200
26.6152565,53.4255569,100,47200
26.6421128,53.4251716,200,47200
26.6689668,53.4247804,300,47200
26.6958187,53.4243831,400,47200
26.7226684,53.4239799,500,47200
26.7495163,53.4235707,600,47200
26.7763622,53.4231555,700,47200
26.8032064,53.4227343,800,47200
26.830049,53.4223071,900,47200
26.85689,53.421874,1000,47200
26.8837296,53.4214349,1100,47200
26.9105679,53.4209898,1200,47200
26.937405,53.4205387,1300,47200
26.964241,53.4200816,1400,47200
26.991076,53.4196185,1500,47200
27.0179101,53.4191495,1600,47200
27.0447434,53.4186744,1700,47200
27.0715761,53.4181934,1800,47200
27.0984081,53.4177063,1900,47200
27.1252397,53.4172133,2000,47200
27.152071,53.4167142,2100,47200
27.178902,53.4162092,2200,47200
27.2057329,53.4156981,2300,47200
27.2325637,53.4151811,2400,47200
27.2593946,53.414658,2500,47200
27.2862257,53.4141289,2600,47200
27.3130571,53.4135939,2700,47200
27.3398889,53.4130527,2800,47200
27.3667212,53.4125056,2900,47200
27.393554,53.4119525,3000,47200
27.4203877,53.4113933,3100,47200
27.4472221,53.4108281,3200,47200
27.4740574,53.4102569,3300,47200
27.5008938,53.4096796,3400,47200
27.5277314,53.4090963,3500,47200
27.5545702,53.408507,3600,47200
27.5814103,53.4079116,3700,47200
27.6082519,53.4073101,3800,47200
27.6350951,53.4067026,3900,47200
27.6616715,53.4060953,3999,47200
26.5876131,53.4094333,0,47300
26.6144631,53.4090541,100,47300
26.6413108,53.4086689,200,47300
26.6681561,53.4082777,300,47300
26.6949993,53.4078806,400,47300
26.7218404,53.4074775,500,47300
26.7486796,53.4070684,600,47300
26.7755169,53.4066533,700,47300
26.8023524,53.4062323,800,47300
26.8291864,53.4058052,900,47300
26.8560187,53.4053722,1000,47300
26.8828497,53.4049332,1100,47300
26.9096794,53.4044883,1200,47300
26.9365078,53.4040373,1300,47300
26.9633351,53.4035804,1400,47300
26.9901615,53.4031174,1500,47300
27.0169869,53.4026485,1600,47300
27.0438116,53.4021736,1700,47300
27.0706356,53.4016927,1800,47300
27.0974591,53.4012058,1900,47300
27.124282,53.4007129,2000,47300
27.1511046,53.400214,2100,47300
27.177927,53.3997092,2200,47300
27.2047493,53.3991983,2300,47300
27.2315715,53.3986814,2400,47300
27.2583937,53.3981585,2500,47300
27.2852162,53.3976296,2600,47300
27.3120389,53.3970947,2700,47300
27.3388621,53.3965538,2800,47300
27.3656857,53.3960068,2900,47300
27.39251,53.3954538,3000,47300
27.419335,53.3948949,3100,47300
27.4461608,53.3943299,3200,47300
27.4729875,53.3937588,3300,47300
27.4998153,53.3931818,3400,47300
27.5266442,53.3925986,3500,47300
27.5534743,53.3920095,3600,47300
27.5803059,53.3914143,3700,47300
27.6071389,53.3908131,3800,47300
27.6339734,53.3902058,3900,47300
27.6605413,53.3895986,3999,47300
26.5868243,53.3929323,0,47400
26.6136657,53.3925532,100,47400
26.6405047,53.3921681,200,47400
26.6673414,53.3917771,300,47400
26.6941759,53.3913801,400,47400
26.7210084,53.3909771,500,47400
26.7478389,53.3905681,600,47400
26.7746676,53.3901532,700,47400
26.8014945,53.3897323,800,47400
26.8283198,53.3893054,900,47400
26.8551435,53.3888725,1000,47400
26.8819659,53.3884337,1100,47400
26.9087869,53.3879889,1200,47400
26.9356067,53.387538,1300,47400
26.9624254,53.3870813,1400,47400
26.9892431,53.3866185,1500,47400
27.0160599,53.3861497,1600,47400
27.042876,53.385675,1700,47400
27.0696914,53.3851943,1800,47400
27.0965062,53.3847075,1900,47400
27.1233205,53.3842148,2000,47400
27.1501345,53.3837161,2100,47400
27.1769482,53.3832114,2200,47400
27.2037619,53.3827007,2300,47400
27.2305754,53.382184,2400,47400
27.2573891,53.3816613,2500,47400
27.2842029,53.3811326,2600,47400
27.311017,53.3805979,2700,47400
27.3378316,53.3800572,2800,47400
27.3646466,53.3795104,2900,47400
27.3914622,53.3789577,3000,47400
27.4182786,53.3783989,3100,47400
27.4450958,53.3778341,3200,47400
27.4719139,53.3772633,3300,47400
27.498733,53.3766864,3400,47400
27.5255533,53.3761035,3500,47400
27.5523748,53.3755146,3600,47400
27.5791977,53.3749196,3700,47400
27.6060221,53.3743186,3800,47400
27.6328481,53.3737116,3900,47400
27.6594074,53.3731046,3999,47400
26.5860399,53.3764261,0,47500
26.6128727,53.3760471,100,47500
26.639703,53.3756621,200,47500
26.6665311,53.3752712,300,47500
26.693357,53.3748743,400,47500
26.7201808,53.3744715,500,47500
26.7470027,53.3740627,600,47500
26.7738228,53.3736479,700,47500
26.800641,53.3732271,800,47500
26.8274577,53.3728003,900,47500
26.8542728,53.3723676,1000,47500
26.8810865,53.3719289,1100,47500
26.9078989,53.3714842,1200,47500
26.9347101,53.3710336,1300,47500
26.9615202,53.3705769,1400,47500
26.9883292,53.3701143,1500,47500
27.0151374,53.3696457,1600,47500
27.0419449,53.3691712,1700,47500
27.0687516,53.3686906,1800,47500
27.0955578,53.368204,1900,47500
27.1223635,53.3677115,2000,47500
27.1491689,53.367213,2100,47500
27.175974,53.3667085,2200,47500
27.202779,53.3661979,2300,47500
27.229584,53.3656814,2400,47500
27.256389,53.3651589,2500,47500
27.2831942,53.3646304,2600,47500
27.3099997,53.3640958,2700,47500
27.3368056,53.3635553,2800,47500
27.363612,53.3630088,2900,47500
27.390419,53.3624562,3000,47500
27.4172268,53.3618976,3100,47500
27.4440353,53.361333,3200,47500
27.4708448,53.3607624,3300,47500
27.4976554,53.3601858,3400,47500
27.524467,53.3596031,3500,47500
27.55128,53.3590144,3600,47500
27.5780943,53.3584197,3700,47500
27.60491,53.3578189,3800,47500
27.6317274,53.357212,3900,47500
27.6582782,53.3566053,3999,47500
26.585253,53.3599198,0,47600
26.6120771,53.359541,100,47600
26.6388988,53.3591562,200,47600
26.6657183,53.3587654,300,47600
26.6925356,53.3583687,400,47600
26.7193508,53.357966,500,47600
26.746164,53.3575573,600,47600
26.7729754,53.3571426,700,47600
26.7997851,53.356722,800,47600
26.8265931,53.3562954,900,47600
26.8533996,53.3558628,1000,47600
26.8802047,53.3554243,1100,47600
26.9070085,53.3549798,1200,47600
26.933811,53.3545293,1300,47600
26.9606125,53.3540729,1400,47600
26.987413,53.3536104,1500,47600
27.0142126,53.353142,1600,47600
27.0410114,53.3526676,1700,47600
27.0678095,53.3521872,1800,47600
27.0946071,53.3517008,1900,47600
27.1214042,53.3512085,2000,47600
27.1482009,53.3507101,2100,47600
27.1749974,53.3502058,2200,47600
27.2017938,53.3496955,2300,47600
27.2285902,53.3491792,2400,47600
27.2553866,53.3486569,2500,47600
27.2821832,53.3481285,2600,47600
27.3089801,53.3475942,2700,47600
27.3357774,53.3470539,2800,47600
27.3625752,53.3465076,2900,47600
27.3893736,53.3459552,3000,47600
27.4161727,53.3453969,3100,47600
27.4429727,53.3448325,3200,47600
27.4697736,53.3442621,3300,47600
27.4965755,53.3436857,3400,47600
27.5233786,53.3431032,3500,47600
27.5501829,53.3425148,3600,47600
27.5769886,53.3419202,3700,47600
27.6037958,53.3413197,3800,47600
27.6306045,53.3407131,3900,47600
27.6571468,53.3401066,3999,47600
26.584467,53.3434176,0,47700
26.6112825,53.3430389,100,47700
26.6380956,53.3426542,200,47700
26.6649064,53.3422635,300,47700
26.6917151,53.3418669,400,47700
26.7185217,53.3414644,500,47700
26.7453263,53.3410558,600,47700
26.7721291,53.3406413,700,47700
26.7989302,53.3402209,800,47700
26.8257296,53.3397944,900,47700
26.8525275,53.339362,1000,47700
26.8793239,53.3389237,1100,47700
26.9061191,53.3384793,1200,47700
26.932913,53.338029,1300,47700
26.9597059,53.3375727,1400,47700
26.9864978,53.3371104,1500,47700
27.0132887,53.3366422,1600,47700
27.0400789,53.336168,1700,47700
27.0668685,53.3356878,1800,47700
27.0936574,53.3352016,1900,47700
27.1204459,53.3347094,2000,47700
27.1472341,53.3342113,2100,47700
27.174022,53.3337071,2200,47700
27.2008098,53.333197,2300,47700
27.2275975,53.3326809,2400,47700
27.2543854,53.3321587,2500,47700
27.2811734,53.3316306,2600,47700
27.3079617,53.3310965,2700,47700
27.3347504,53.3305564,2800,47700
27.3615396,53.3300103,2900,47700
27.3883294,53.3294581,3000,47700
27.4151199,53.3289,3100,47700
27.4419113,53.3283359,3200,47700
27.4687036,53.3277657,3300,47700
27.4954969,53.3271895,3400,47700
27.5222914,53.3266073,3500,47700
27.5490871,53.326019,3600,47700
27.5758842,53.3254248,3700,47700
27.6026828,53.3248244,3800,47700
27.6294829,53.3242181,3900,47700
27.6560167,53.3236119,3999,47700
26.5836838,53.3269179,0,47800
26.6104906,53.3265393,100,47800
26.6372951,53.3261548,200,47800
26.6640974,53.3257643,300,47800
26.6908974,53.3253678,400,47800
26.7176954,53.3249654,500,47800
26.7444914,53.324557,600,47800
26.7712856,53.3241426,700,47800
26.7980781,53.3237223,800,47800
26.8248689,53.323296,900,47800
26.8516582,53.3228637,1000,47800
26.8784461,53.3224255,1100,47800
26.9052326,53.3219813,1200,47800
26.932018,53.3215311,1300,47800
26.9588022,53.321075,1400,47800
26.9855855,53.3206129,1500,47800
27.0123679,53.3201448,1600,47800
27.0391495,53.3196707,1700,47800
27.0659304,53.3191907,1800,47800
27.0927108,53.3187047,1900,47800
27.1194907,53.3182127,2000,47800
27.1462703,53.3177147,2100,47800
27.1730496,53.3172108,2200,47800
27.1998288,53.3167008,2300,47800
27.2266079,53.3161849,2400,47800
27.2533872,53.315663,2500,47800
27.2801666,53.315135,2600,47800
27.3069463,53.3146011,2700,47800
27.3337264,53.3140612,2800,47800
27.360507,53.3135153,2900,47800
27.3872883,53.3129634,3000,47800
27.4140702,53.3124054,3100,47800
27.440853,53.3118415,3200,47800
27.4676367,53.3112715,3300,47800
27.4944215,53.3106955,3400,47800
27.5212074,53.3101135,3500,47800
27.5479945,53.3095255,3600,47800
27.574783,53.3089315,3700,47800
27.601573,53.3083314,3800,47800
27.6283646,53.3077253,3900,47800
27.6548899,53.3071193,3999,47800
26.5829035,53.3104174,0,47900
26.6097018,53.310039,100,47900
26.6364977,53.3096545,200,47900
26.6632913,53.3092641,300,47900
26.6900828,53.3088678,400,47900
26.7168722,53.3084655,500,47900
26.7436596,53.3080572,600,47900
26.7704452,53.307643,700,47900
26.797229,53.3072228,800,47900
26.8240113,53.3067966,900,47900
26.850792,53.3063645,1000,47900
26.8775712,53.3059264,1100,47900
26.9043492,53.3054824,1200,47900
26.931126,53.3050324,1300,47900
26.9579016,53.3045764,1400,47900
26.9846763,53.3041144,1500,47900
27.0114501,53.3036465,1600,47900
27.0382231,53.3031726,1700,47900
27.0649955,53.3026928,1800,47900
27.0917673,53.3022069,1900,47900
27.1185386,53.3017151,2000,47900
27.1453096,53.3012173,2100,47900
27.1720803,53.3007135,2200,47900
27.1988509,53.3002037,2300,47900
27.2256215,53.299688,2400,47900
27.2523922,53.2991662,2500,47900
27.279163,53.2986385,2600,47900
27.3059341,53.2981048,2700,47900
27.3327057,53.2975651,2800,47900
27.3594777,53.2970193,2900,47900
27.3862504,53.2964676,3000,47900
27.4130237,53.2959099,3100,47900
27.4397979,53.2953461,3200,47900
27.4665731,53.2947764,3300,47900
27.4933493,53.2942006,3400,47900
27.5201266,53.2936188,3500,47900
27.5469052,53.293031,3600,47900
27.5736851,53.2924372,3700,47900
27.6004665,53.2918373,3800,47900
27.6272495,53.2912314,3900,47900
27.6537663,53.2906256,3999,47900
26.5821177,53.2939176,0,48000
26.6089074,53.2935393,100,48000
26.6356947,53.2931549,200,48000
26.6624797,53.2927647,300,48000
26.6892626,53.2923684,400,48000
26.7160434,53.2919662,500,48000
26.7428222,53.2915581,600,48000
26.7695993,53.291144,700,48000
26.7963745,53.2907239,800,48000
26.8231482,53.2902979,900,48000
26.8499203,53.2898659,1000,48000
26.876691,53.289428,1100,48000
26.9034604,53.288984,1200,48000
26.9302285,53.2885342,1300,48000
26.9569956,53.2880783,1400,48000
26.9837617,53.2876165,1500,48000
27.0105269,53.2871487,1600,48000
27.0372914,53.286675,1700,48000
27.0640551,53.2861953,1800,48000
27.0908184,53.2857096,1900,48000
27.1175811,53.2852179,2000,48000
27.1443435,53.2847203,2100,48000
27.1711057,53.2842167,2200,48000
27.1978677,53.2837071,2300,48000
27.2246297,53.2831915,2400,48000
27.2513918,53.2826699,2500,48000
27.2781541,53.2821424,2600,48000
27.3049166,53.2816088,2700,48000
27.3316796,53.2810693,2800,48000
27.3584431,53.2805237,2900,48000
27.3852072,53.2799722,3000,48000
27.411972,53.2794146,3100,48000
27.4387376,53.2788511,3200,48000
27.4655042,53.2782815,3300,48000
27.4922718,53.277706,3400,48000
27.5190405,53.2771244,3500,48000
27.5458105,53.2765368,3600,48000
27.5725819,53.2759432,3700,48000
27.5993548,53.2753435,3800,48000
27.6261292,53.2747378,3900,48000
27.6526375,53.2741322,3999,48000
26.5813403,53.2774181,0,48100
26.6081214,53.2770399,100,48100
26.6349002,53.2766557,200,48100
26.6616766,53.2762655,300,48100
26.6884509,53.2758694,400,48100
26.7152231,53.2754673,500,48100
26.7419934,53.2750593,600,48100
26.7687618,53.2746453,700,48100
26.7955285,53.2742254,800,48100
26.8222935,53.2737995,900,48100
26.8490571,53.2733676,1000,48100
26.8758192,53.2729298,1100,48100
26.90258,53.272486,1200,48100
26.9293396,53.2720363,1300,48100
26.9560981,53.2715806,1400,48100
26.9828556,53.271119,1500,48100
27.0096123,53.2706513,1600,48100
27.0363682,53.2701778,1700,48100
27.0631234,53.2696982,1800,48100
27.089878,53.2692127,1900,48100
27.1166322,53.2687212,2000,48100
27.143386,53.2682237,2100,48100
27.1701396,53.2677203,2200,48100
27.1968931,53.2672108,2300,48100
27.2236465,53.2666954,2400,48100
27.2504001,53.266174,2500,48100
27.2771538,53.2656466,2600,48100
27.3039078,53.2651133,2700,48100
27.3306622,53.2645739,2800,48100
27.3574171,53.2640286,2900,48100
27.3841726,53.2634772,3000,48100
27.4109289,53.2629199,3100,48100
27.4376859,53.2623565,3200,48100
27.464444,53.2617872,3300,48100
27.491203,53.2612118,3400,48100
27.5179632,53.2606304,3500,48100
27.5447247,53.260043,3600,48100
27.5714875,53.2594496,3700,48100
27.5982518,53.2588502,3800,48100
27.6250177,53.2582447,3900,48100
27.6515175,53.2576394,3999,48100
26.5805571,53.2609191,0,48200
26.6073296,53.260541,100,48200
26.6340997,53.2601569,200,48200
26.6608676,53.2597668,300,48200
26.6876333,53.2593708,400,48200
26.7143969,53.2589688,500,48200
26.7411586,53.2585609,600,48200
26.7679185,53.258147,700,48200
26.7946766,53.2577272,800,48200
26.8214331,53.2573014,900,48200
26.8481881,53.2568697,1000,48200
26.8749416,53.256432,1100,48200
26.9016939,53.2559883,1200,48200
26.9284449,53.2555387,1300,48200
26.9551949,53.2550831,1400,48200
26.9819438,53.2546216,1500,48200
27.0086919,53.2541541,1600,48200
27.0354392,53.2536807,1700,48200
27.0621859,53.2532013,1800,48200
27.088932,53.2527159,1900,48200
27.1156776,53.2522245,2000,48200
27.1424229,53.2517272,2100,48200
27.1691679,53.2512239,2200,48200
27.1959128,53.2507146,2300,48200
27.2226577,53.2501994,2400,48200
27.2494027,53.2496781,2500,48200
27.2761478,53.2491509,2600,48200
27.3028933,53.2486177,2700,48200
27.3296391,53.2480785,2800,48200
27.3563855,53.2475333,2900,48200
27.3831324,53.2469821,3000,48200
27.4098801,53.246425,3100,48200
27.4366287,53.2458618,3200,48200
27.4633781,53.2452926,3300,48200
27.4901286,53.2447174,3400,48200
27.5168803,53.2441362,3500,48200
27.5436332,53.243549,3600,48200
27.5703875,53.2429558,3700,48200
27.5971432,53.2423566,3800,48200
27.6239005,53.2417513,3900,48200
27.6503919,53.2411461,3999,48200
26.5797703,53.2444177,0,48300
26.6065343,53.2440397,100,48300
26.6332958,53.2436557,200,48300
26.6600551,53.2432657,300,48300
26.6868123,53.2428698,400,48300
26.7135674,53.242468,500,48300
26.7403205,53.2420602,600,48300
26.7670718,53.2416464,700,48300
26.7938214,53.2412267,800,48300
26.8205693,53.2408011,900,48300
26.8473157,53.2403695,1000,48300
26.8740607,53.2399319,1100,48300
26.9008044,53.2394884,1200,48300
26.9275469,53.2390389,1300,48300
26.9542883,53.2385835,1400,48300
26.9810287,53.2381221,1500,48300
27.0077682,53.2376548,1600,48300
27.034507,53.2371815,1700,48300
27.0612451,53.2367022,1800,48300
27.0879826,53.236217,1900,48300
27.1147197,53.2357258,2000,48300
27.1414564,53.2352286,2100,48300
27.1681929,53.2347255,2200,48300
27.1949293,53.2342164,2300,48300
27.2216656,53.2337013,2400,48300
27.248402,53.2331803,2500,48300
27.2751386,53.2326532,2600,48300
27.3018755,53.2321202,2700,48300
27.3286128,53.2315812,2800,48300
27.3553506,53.2310362,2900,48300
27.3820891,53.2304852,3000,48300
27.4088282,53.2299282,3100,48300
27.4355682,53.2293653,3200,48300
27.4623091,53.2287963,3300,48300
27.4890511,53.2282213,3400,48300
27.5157942,53.2276403,3500,48300
27.5425385,53.2270533,3600,48300
27.5692843,53.2264603,3700,48300
27.5960315,53.2258613,3800,48300
27.6227802,53.2252562,3900,48300
27.6492632,53.2246513,3999,48300
26.5789819,53.2279125,0,48400
26.6057373,53.2275345,100,48400
26.6324904,53.2271506,200,48400
26.6592411,53.2267608,300,48400
26.6859897,53.226365,400,48400
26.7127362,53.2259633,500,48400
26.7394808,53.2255556,600,48400
26.7662236,53.225142,700,48400
26.7929646,53.2247225,800,48400
26.819704,53.224297,900,48400
26.8464418,53.2238655,1000,48400
26.8731783,53.2234281,1100,48400
26.8999134,53.2229847,1200,48400
26.9266474,53.2225354,1300,48400
26.9533802,53.2220801,1400,48400
26.9801121,53.2216189,1500,48400
27.0068431,53.2211517,1600,48400
27.0335733,53.2206786,1700,48400
27.0603028,53.2201995,1800,48400
27.0870318,53.2197144,1900,48400
27.1137603,53.2192234,2000,48400
27.1404885,53.2187264,2100,48400
27.1672165,53.2182234,2200,48400
27.1939443,53.2177145,2300,48400
27.2206721,53.2171996,2400,48400
27.2474,53.2166787,2500,48400
27.274128,53.2161519,2600,48400
27.3008564,53.2156191,2700,48400
27.3275851,53.2150802,2800,48400
27.3543144,53.2145354,2900,48400
27.3810443,53.2139846,3000,48400
27.4077749,53.2134279,3100,48400
27.4345063,53.2128651,3200,48400
27.4612387,53.2122963,3300,48400
27.4879721,53.2117215,3400,48400
27.5147067,53.2111408,3500,48400
27.5414425,53.210554,3600,48400
27.5681797,53.2099612,3700,48400
27.5949184,53.2093624,3800,48400
27.6216586,53.2087575,3900,48400
27.6481331,53.2081528,3999,48400
26.5782019,53.2114112,0,48500
26.6049487,53.2110334,100,48500
26.6316932,53.2106496,200,48500
26.6584354,53.2102599,300,48500
26.6851754,53.2098642,400,48500
26.7119134,53.2094626,500,48500
26.7386495,53.2090551,600,48500
26.7653837,53.2086416,700,48500
26.7921161,53.2082222,800,48500
26.818847,53.2077968,900,48500
26.8455763,53.2073655,1000,48500
26.8723042,53.2069282,1100,48500
26.8990308,53.206485,1200,48500
26.9257562,53.2060358,1300,48500
26.9524805,53.2055807,1400,48500
26.9792039,53.2051196,1500,48500
27.0059263,53.2046526,1600,48500
27.032648,53.2041796,1700,48500
27.059369,53.2037007,1800,48500
27.0860894,53.2032158,1900,48500
27.1128094,53.2027249,2000,48500
27.1395291,53.2022281,2100,48500
27.1662485,53.2017253,2200,48500
27.1929678,53.2012166,2300,48500
27.2196871,53.2007018,2400,48500
27.2464064,53.2001811,2500,48500
27.2731259,53.1996545,2600,48500
27.2998458,53.1991218,2700,48500
27.326566,53.1985832,2800,48500
27.3532867,53.1980386,2900,48500
27.3800081,53.197488,3000,48500
27.4067302,53.1969314,3100,48500
27.4334531,53.1963688,3200,48500
27.4601769,53.1958003,3300,48500
27.4869018,53.1952257,3400,48500
27.5136279,53.1946451,3500,48500
27.5403552,53.1940586,3600,48500
27.5670838,53.193466,3700,48500
27.593814,53.1928674,3800,48500
27.6205457,53.1922628,3900,48500
27.6470117,53.1916583,3999,48500
26.5774299,53.1949032,0,48600
26.6041682,53.1945255,100,48600
26.6309041,53.1941418,200,48600
26.6576378,53.1937522,300,48600
26.6843693,53.1933567,400,48600
26.7110987,53.1929552,500,48600
26.7378262,53.1925478,600,48600
26.7645519,53.1921344,700,48600
26.7912758,53.1917151,800,48600
26.8179981,53.1912899,900,48600
26.8447189,53.1908587,1000,48600
26.8714382,53.1904216,1100,48600
26.8981563,53.1899785,1200,48600
26.9248732,53.1895295,1300,48600
26.951589,53.1890745,1400,48600
26.9783037,53.1886136,1500,48600
27.0050177,53.1881468,1600,48600
27.0317308,53.1876739,1700,48600
27.0584433,53.1871952,1800,48600
27.0851552,53.1867104,1900,48600
27.1118667,53.1862197,2000,48600
27.1385778,53.1857231,2100,48600
27.1652887,53.1852205,2200,48600
27.1919994,53.1847119,2300,48600
27.2187102,53.1841973,2400,48600
27.245421,53.1836768,2500,48600
27.272132,53.1831503,2600,48600
27.2988433,53.1826179,2700,48600
27.325555,53.1820795,2800,48600
27.3522673,53.181535,2900,48600
27.3789801,53.1809846,3000,48600
27.4056937,53.1804283,3100,48600
27.4324081,53.1798659,3200,48600
27.4591234,53.1792975,3300,48600
27.4858398,53.1787232,3400,48600
27.5125573,53.1781428,3500,48600
27.5392761,53.1775564,3600,48600
27.5659962,53.1769641,3700,48600
27.5927179,53.1763657,3800,48600
27.6194411,53.1757613,3900,48600
27.6458987,53.175157,3999,48600
26.5766451,53.1783984,0,48700
26.6033749,53.1780208,100,48700
26.6301023,53.1776373,200,48700
26.6568274,53.1772478,300,48700
26.6835504,53.1768524,400,48700
26.7102713,53.1764511,500,48700
26.7369903,53.1760438,600,48700
26.7637074,53.1756306,700,48700
26.7904228,53.1752115,800,48700
26.8171366,53.1747864,900,48700
26.8438488,53.1743554,1000,48700
26.8705597,53.1739184,1100,48700
26.8972692,53.1734755,1200,48700
26.9239775,53.1730266,1300,48700
26.9506848,53.1725718,1400,48700
26.9773911,53.1721111,1500,48700
27.0040965,53.1716444,1600,48700
27.0308011,53.1711717,1700,48700
27.057505,53.1706931,1800,48700
27.0842084,53.1702086,1900,48700
27.1109114,53.169718,2000,48700
27.137614,53.1692216,2100,48700
27.1643164,53.1687192,2200,48700
27.1910186,53.1682108,2300,48700
27.2177208,53.1676964,2400,48700
27.2444232,53.1671761,2500,48700
27.2711256,53.1666498,2600,48700
27.2978284,53.1661175,2700,48700
27.3245316,53.1655793,2800,48700
27.3512353,53.1650351,2900,48700
27.3779397,53.1644849,3000,48700
27.4046447,53.1639287,3100,48700
27.4313506,53.1633666,3200,48700
27.4580574,53.1627984,3300,48700
27.4847653,53.1622243,3400,48700
27.5114743,53.1616442,3500,48700
27.5381846,53.161058,3600,48700
27.5648962,53.1604659,3700,48700
27.5916093,53.1598677,3800,48700
