region,frame,variant,score,decision
1,18,brightness,0.533774733543396,1
1,19,original,0.5363016724586487,1
1,19,noise,0.49721759557724,0
1,19,rotated,0.6534914374351501,1
1,19,brightness,0.5311123728752136,1
1,20,original,0.5398579239845276,1
1,20,noise,0.504984438419342,1
1,20,rotated,0.637485146522522,1
1,20,brightness,0.5245321393013,1
1,21,original,0.5614097714424133,1
1,21,noise,0.5202154517173767,1
1,21,rotated,0.6168972253799438,1
1,21,brightness,0.54332435131073,1
1,22,original,0.5849567651748657,1
1,22,noise,0.5521995425224304,1
1,22,rotated,0.5893460512161255,1
1,22,brightness,0.5637257099151611,1
1,23,original,0.591529130935669,1
1,23,noise,0.5503888130187988,1
1,23,rotated,0.5941644310951233,1
1,23,brightness,0.5790632963180542,1
1,24,original,0.5883610248565674,1
1,24,noise,0.5577253103256226,1
1,24,rotated,0.6307740807533264,1
1,24,brightness,0.5568743944168091,1
2,0,original,0.5813372135162354,1
2,0,noise,0.5276615023612976,1
2,0,rotated,0.5007147192955017,1
2,0,brightness,0.5703328847885132,1
2,1,original,0.5807181000709534,1
2,1,noise,0.5313462018966675,1
2,1,rotated,0.48376816511154175,0
2,1,brightness,0.569359540939331,1
2,2,original,0.5617163181304932,1
2,2,noise,0.4827633798122406,0
2,2,rotated,0.46736985445022583,0
2,2,brightness,0.5403661131858826,1
2,3,original,0.5405383706092834,1
2,3,noise,0.4636739194393158,0
2,3,rotated,0.4538097381591797,0
2,3,brightness,0.5231080055236816,1
2,4,original,0.5527501106262207,1
2,4,noise,0.4831991195678711,0
2,4,rotated,0.4844608008861542,0
2,4,brightness,0.5285714268684387,1
2,5,original,0.5436065793037415,1
2,5,noise,0.4999074935913086,0
2,5,rotated,0.5074119567871094,1
2,5,brightness,0.5176843404769897,1
2,6,original,0.53973388671875,1
2,6,noise,0.46468043327331543,0
2,6,rotated,0.5062566995620728,1
2,6,brightness,0.5206092000007629,1
2,7,original,0.5571136474609375,1
2,7,noise,0.47997426986694336,0
2,7,rotated,0.5327857136726379,1
2,7,brightness,0.5370670557022095,1
2,8,original,0.5586869120597839,1
2,8,noise,0.4972034692764282,0
2,8,rotated,0.5075785517692566,1
2,8,brightness,0.5236802697181702,1
2,9,original,0.5411591529846191,1
2,9,noise,0.466690331697464,0
2,9,rotated,0.5243690013885498,1
2,9,brightness,0.5392755270004272,1
2,10,original,0.5638954639434814,1
2,10,noise,0.5133513808250427,1
2,10,rotated,0.508408784866333,1
2,10,brightness,0.5402915477752686,1
2,11,original,0.5904950499534607,1
2,11,noise,0.5271618366241455,1
2,11,rotated,0.5137224793434143,1
2,11,brightness,0.5542338490486145,1
2,12,original,0.5818864703178406,1
2,12,noise,0.5223605036735535,1
2,12,rotated,0.5227144360542297,1
2,12,brightness,0.568349301815033,1
2,13,original,0.5986351370811462,1
2,13,noise,0.5402596592903137,1
2,13,rotated,0.5701546669006348,1
2,13,brightness,0.5948134064674377,1
2,14,original,0.5766685605049133,1
2,14,noise,0.5131298303604126,1
2,14,rotated,0.5948064923286438,1
2,14,brightness,0.5625609159469604,1
2,15,original,0.5289427042007446,1
2,15,noise,0.46202290058135986,0
2,15,rotated,0.6229597926139832,1
2,15,brightness,0.5270740985870361,1
2,16,original,0.5018330812454224,1
2,16,noise,0.46039506793022156,0
2,16,rotated,0.5205639600753784,1
2,16,brightness,0.44378042221069336,0
2,17,original,0.5031721591949463,1
2,17,noise,0.4303532540798187,0
2,17,rotated,0.6627705693244934,1
2,17,brightness,0.508744478225708,1
2,18,original,0.49865180253982544,0
2,18,noise,0.4605153799057007,0
2,18,rotated,0.649252712726593,1
2,18,brightness,0.49421173334121704,0
2,19,original,0.5198909044265747,1
2,19,noise,0.46134254336357117,0
2,19,rotated,0.641190767288208,1
2,19,brightness,0.5162017345428467,1
2,20,original,0.5327980518341064,1
2,20,noise,0.5166980624198914,1
2,20,rotated,0.6036573052406311,1
2,20,brightness,0.5464807152748108,1
2,21,original,0.5496164560317993,1
2,21,noise,0.4906882345676422,0
2,21,rotated,0.5578344464302063,1
2,21,brightness,0.5413048267364502,1
2,22,original,0.5536954402923584,1
2,22,noise,0.49980950355529785,0
2,22,rotated,0.5248616337776184,1
2,22,brightness,0.5519717931747437,1
2,23,original,0.5058666467666626,1
2,23,noise,0.503394603729248,1
2,23,rotated,0.49770620465278625,0
2,23,brightness,0.5315601825714111,1
2,24,original,0.5416114330291748,1
2,24,noise,0.48035886883735657,0
2,24,rotated,0.49287107586860657,0
2,24,brightness,0.5209255814552307,1
3,0,original,0.6829788088798523,1
3,0,noise,0.6289149522781372,1
3,0,rotated,0.6602092385292053,1
3,0,brightness,0.688785195350647,1
3,1,original,0.6966376900672913,1
3,1,noise,0.6412897706031799,1
3,1,rotated,0.6204916834831238,1
3,1,brightness,0.6991876363754272,1
3,2,original,0.697567343711853,1
3,2,noise,0.6585937142372131,1
3,2,rotated,0.6170616149902344,1
3,2,brightness,0.6826299428939819,1
3,3,original,0.6723803877830505,1
3,3,noise,0.6360985636711121,1
3,3,rotated,0.5830745100975037,1
3,3,brightness,0.6387031674385071,1
3,4,original,0.6281523108482361,1
3,4,noise,0.6117352843284607,1
3,4,rotated,0.5816565752029419,1
3,4,brightness,0.5975099205970764,1
3,5,original,0.6291594505310059,1
3,5,noise,0.584628164768219,1
3,5,rotated,0.5830762982368469,1
3,5,brightness,0.5962057113647461,1
3,6,original,0.621131181716919,1
3,6,noise,0.5989736318588257,1
3,6,rotated,0.5720645785331726,1
3,6,brightness,0.5834133625030518,1
3,7,original,0.6296820640563965,1
3,7,noise,0.5937079787254333,1
3,7,rotated,0.5766465067863464,1
3,7,brightness,0.588860034942627,1
3,8,original,0.6389661431312561,1
3,8,noise,0.6137747764587402,1
3,8,rotated,0.5737419724464417,1
3,8,brightness,0.595758855342865,1
3,9,original,0.6374324560165405,1
3,9,noise,0.6053532958030701,1
3,9,rotated,0.5664734244346619,1
3,9,brightness,0.608058512210846,1
3,10,original,0.651634931564331,1
3,10,noise,0.6267105340957642,1
3,10,rotated,0.5560880303382874,1
3,10,brightness,0.6417450904846191,1
3,11,original,0.6249885559082031,1
3,11,noise,0.6143290996551514,1
3,11,rotated,0.5538774132728577,1
3,11,brightness,0.6407773494720459,1
3,12,original,0.6543093323707581,1
3,12,noise,0.5960692763328552,1
3,12,rotated,0.6006522178649902,1
3,12,brightness,0.663794994354248,1
3,13,original,0.7348395586013794,1
3,13,noise,0.7077629566192627,1
3,13,rotated,0.6392728090286255,1
3,13,brightness,0.7426348328590393,1
3,14,original,0.7364374399185181,1
3,14,noise,0.7060315608978271,1
3,14,rotated,0.6442056894302368,1
3,14,brightness,0.7450193166732788,1
3,15,original,0.7043867111206055,1
3,15,noise,0.6685392260551453,1
3,15,rotated,0.6738616228103638,1
3,15,brightness,0.7051992416381836,1
3,16,original,0.6636203527450562,1
3,16,noise,0.6207945942878723,1
3,16,rotated,0.7149548530578613,1
3,16,brightness,0.6707045435905457,1
3,17,original,0.6403211951255798,1
3,17,noise,0.6089833974838257,1
3,17,rotated,0.7496224045753479,1
3,17,brightness,0.6488600969314575,1
3,18,original,0.6229871511459351,1
3,18,noise,0.6005875468254089,1
3,18,rotated,0.735373854637146,1
3,18,brightness,0.6430935263633728,1
3,19,original,0.634024441242218,1
3,19,noise,0.591202974319458,1
3,19,rotated,0.7596466541290283,1
3,19,brightness,0.6466188430786133,1
3,20,original,0.6485288739204407,1
3,20,noise,0.44739681482315063,0
3,20,rotated,0.74449223279953,1
3,20,brightness,0.6363369226455688,1
3,21,original,0.6698508262634277,1
3,21,noise,0.6216522455215454,1
3,21,rotated,0.744019091129303,1
3,21,brightness,0.6807745099067688,1
3,22,original,0.6770921945571899,1
3,22,noise,0.6292307376861572,1
3,22,rotated,0.7410379648208618,1
3,22,brightness,0.679964005947113,1
3,23,original,0.7137008309364319,1
3,23,noise,0.6485393643379211,1
3,23,rotated,0.7080055475234985,1
3,23,brightness,0.7073989510536194,1
3,24,original,0.7366063594818115,1
3,24,noise,0.6932781934738159,1
3,24,rotated,0.6788637638092041,1
3,24,brightness,0.7434614896774292,1
4,0,original,0.722556471824646,1
4,0,noise,0.6848071813583374,1
4,0,rotated,0.648284912109375,1
4,0,brightness,0.7333686947822571,1
4,1,original,0.6753407120704651,1
4,1,noise,0.6399710178375244,1
4,1,rotated,0.6161958575248718,1
4,1,brightness,0.6913607716560364,1
4,2,original,0.6510213613510132,1
4,2,noise,0.6411068439483643,1
4,2,rotated,0.6078727841377258,1
4,2,brightness,0.6553210020065308,1
4,3,original,0.6359744071960449,1
4,3,noise,0.6156710386276245,1
4,3,rotated,0.5654622912406921,1
4,3,brightness,0.6430956125259399,1
4,4,original,0.6031569838523865,1
4,4,noise,0.6025518178939819,1
4,4,rotated,0.5887799859046936,1
4,4,brightness,0.6252241134643555,1
4,5,original,0.5885457992553711,1
4,5,noise,0.5747848153114319,1
4,5,rotated,0.5674533247947693,1
4,5,brightness,0.5948666930198669,1
4,6,original,0.5902774930000305,1
4,6,noise,0.582785964012146,1
4,6,rotated,0.5633615255355835,1
4,6,brightness,0.6062008738517761,1
4,7,original,0.5643072724342346,1
4,7,noise,0.5213204622268677,1
4,7,rotated,0.5540874600410461,1
4,7,brightness,0.5714898705482483,1
4,8,original,0.4572941064834595,0
4,8,noise,0.44272831082344055,0
4,8,rotated,0.5715183019638062,1
4,8,brightness,0.5010673999786377,1
4,9,original,0.5470026731491089,1
4,9,noise,0.5433493256568909,1
4,9,rotated,0.569913923740387,1
4,9,brightness,0.5706391930580139,1
4,10,original,0.6182412505149841,1
4,10,noise,0.6051267385482788,1
4,10,rotated,0.5724096298217773,1
4,10,brightness,0.6321437358856201,1
4,11,original,0.6497728824615479,1
4,11,noise,0.6197525262832642,1
4,11,rotated,0.5808635354042053,1
4,11,brightness,0.6556407809257507,1
4,12,original,0.6878017783164978,1
4,12,noise,0.6776255965232849,1
4,12,rotated,0.6065415740013123,1
4,12,brightness,0.7122787833213806,1
4,13,original,0.7314311265945435,1
4,13,noise,0.7172212600708008,1
4,13,rotated,0.6172028183937073,1
4,13,brightness,0.7344427108764648,1
4,14,original,0.7210936546325684,1
4,14,noise,0.6896084547042847,1
4,14,rotated,0.6667639017105103,1
4,14,brightness,0.7325925230979919,1
4,15,original,0.6732519268989563,1
4,15,noise,0.6497706770896912,1
4,15,rotated,0.7449744343757629,1
4,15,brightness,0.685684323310852,1
4,16,original,0.636355996131897,1
4,16,noise,0.626560628414154,1
4,16,rotated,0.782006025314331,1
4,16,brightness,0.6487955451011658,1
4,17,original,0.6263741254806519,1
4,17,noise,0.602580189704895,1
4,17,rotated,0.7838067412376404,1
4,17,brightness,0.6332173943519592,1
4,18,original,0.616826057434082,1
4,18,noise,0.6176396012306213,1
4,18,rotated,0.7576686143875122,1
4,18,brightness,0.6364143490791321,1
4,19,original,0.6223434209823608,1
4,19,noise,0.6058145761489868,1
4,19,rotated,0.7349023818969727,1
4,19,brightness,0.6393614411354065,1
4,20,original,0.6366077661514282,1
4,20,noise,0.6461260318756104,1
4,20,rotated,0.7163432240486145,1
4,20,brightness,0.6407423615455627,1
4,21,original,0.678853452205658,1
4,21,noise,0.6641358137130737,1
4,21,rotated,0.7238134741783142,1
4,21,brightness,0.6780248880386353,1
4,22,original,0.6975472569465637,1
4,22,noise,0.6789328455924988,1
4,22,rotated,0.7369198203086853,1
4,22,brightness,0.7017021775245667,1
4,23,original,0.48987606167793274,0
4,23,noise,0.6595129370689392,1
4,23,rotated,0.7085727453231812,1
4,23,brightness,0.7092467546463013,1
4,24,original,0.6223207116127014,1
4,24,noise,0.5968754887580872,1
4,24,rotated,0.6680858135223389,1
4,24,brightness,0.6322802901268005,1
5,0,original,0.36943626403808594,0
5,0,noise,0.2665013372898102,0
5,0,rotated,0.2698994278907776,0
5,0,brightness,0.36569973826408386,0
5,1,original,0.3768825829029083,0
5,1,noise,0.32387083768844604,0
5,1,rotated,0.22443358600139618,0
5,1,brightness,0.38130107522010803,0
5,2,original,0.3749004602432251,0
5,2,noise,0.3054940700531006,0
5,2,rotated,0.1771562397480011,0
5,2,brightness,0.36768725514411926,0
5,3,original,0.3238537609577179,0
5,3,noise,0.268514484167099,0
5,3,rotated,0.1901148557662964,0
5,3,brightness,0.31263262033462524,0
5,4,original,0.21838518977165222,0
5,4,noise,0.25763076543807983,0
5,4,rotated,0.18462051451206207,0
5,4,brightness,0.2967124581336975,0
5,5,original,0.23684841394424438,0
5,5,noise,0.23226414620876312,0
5,5,rotated,0.1622629016637802,0
5,5,brightness,0.24325405061244965,0
5,6,original,0.24320870637893677,0
5,6,noise,0.18434005975723267,0
5,6,rotated,0.14231450855731964,0
5,6,brightness,0.19859382510185242,0
5,7,original,0.2012794464826584,0
5,7,noise,0.17253626883029938,0
5,7,rotated,0.15805687010288239,0
5,7,brightness,0.20079539716243744,0
5,8,original,0.22434024512767792,0
5,8,noise,0.2269531637430191,0
5,8,rotated,0.12704378366470337,0
5,8,brightness,0.22335880994796753,0
5,9,original,0.25237220525741577,0
5,9,noise,0.18864335119724274,0
5,9,rotated,0.12478817254304886,0
5,9,brightness,0.23747755587100983,0
5,10,original,0.3155738115310669,0
5,10,noise,0.2538551986217499,0
5,10,rotated,0.1499413102865219,0
5,10,brightness,0.3181789815425873,0
5,11,original,0.3279595971107483,0
5,11,noise,0.1508581042289734,0
5,11,rotated,0.1930771917104721,0
5,11,brightness,0.3279511332511902,0
5,12,original,0.3380075991153717,0
5,12,noise,0.2836487293243408,0
5,12,rotated,0.24300885200500488,0
5,12,brightness,0.35796844959259033,0
5,13,original,0.38710692524909973,0
5,13,noise,0.3200156092643738,0
5,13,rotated,0.28650963306427,0
5,13,brightness,0.3973837196826935,0
5,14,original,0.35149168968200684,0
5,14,noise,0.28881922364234924,0
5,14,rotated,0.341985285282135,0
5,14,brightness,0.3566034436225891,0
5,15,original,0.30285415053367615,0
5,15,noise,0.24182961881160736,0
5,15,rotated,0.38889166712760925,0
5,15,brightness,0.28279832005500793,0
5,16,original,0.2687464952468872,0
5,16,noise,0.23813042044639587,0
5,16,rotated,0.44821950793266296,0
5,16,brightness,0.26876702904701233,0
5,17,original,0.2450227290391922,0
5,17,noise,0.22714735567569733,0
5,17,rotated,0.47324156761169434,0
5,17,brightness,0.2572537362575531,0
5,18,original,0.2724056839942932,0
5,18,noise,0.23580265045166016,0
5,18,rotated,0.4539338946342468,0
5,18,brightness,0.2558305263519287,0
5,19,original,0.27784448862075806,0
5,19,noise,0.25865623354911804,0
5,19,rotated,0.43912893533706665,0
5,19,brightness,0.27012455463409424,0
5,20,original,0.2759740352630615,0
5,20,noise,0.16647398471832275,0
5,20,rotated,0.39329594373703003,0
5,20,brightness,0.27207908034324646,0
5,21,original,0.2992132306098938,0
5,21,noise,0.24740859866142273,0
5,21,rotated,0.3532443940639496,0
5,21,brightness,0.2889268398284912,0
5,22,original,0.32090258598327637,0
5,22,noise,0.3039199113845825,0
5,22,rotated,0.3082083463668823,0
5,22,brightness,0.3081692159175873,0
5,23,original,0.3202204406261444,0
5,23,noise,0.2843664288520813,0
5,23,rotated,0.2505776882171631,0
5,23,brightness,0.3034006953239441,0
5,24,original,0.32585012912750244,0
5,24,noise,0.27121463418006897,0
5,24,rotated,0.21931879222393036,0
5,24,brightness,0.32723328471183777,0
6,0,original,0.4544840455055237,0
6,0,noise,0.4170442223548889,0
6,0,rotated,0.3869878053665161,0
6,0,brightness,0.4621281027793884,0
6,1,original,0.5075689554214478,1
6,1,noise,0.4429302513599396,0
6,1,rotated,0.3436673581600189,0
6,1,brightness,0.4891263246536255,0
6,2,original,0.5060006380081177,1
6,2,noise,0.4369644820690155,0
6,2,rotated,0.24674513936042786,0
6,2,brightness,0.46612468361854553,0
6,3,original,0.4476250410079956,0
6,3,noise,0.42432844638824463,0
6,3,rotated,0.1386837214231491,0
6,3,brightness,0.4185744822025299,0
6,4,original,0.3952994644641876,0
6,4,noise,0.35210713744163513,0
6,4,rotated,0.1645912379026413,0
6,4,brightness,0.3827382028102875,0
6,5,original,0.3418096601963043,0
6,5,noise,0.35854023694992065,0
6,5,rotated,0.16571468114852905,0
6,5,brightness,0.3512529730796814,0
6,6,original,0.3105860948562622,0
6,6,noise,0.30033430457115173,0
6,6,rotated,0.15922538936138153,0
6,6,brightness,0.3053014874458313,0
6,7,original,0.3059731125831604,0
6,7,noise,0.2607336640357971,0
6,7,rotated,0.19453474879264832,0
6,7,brightness,0.310395210981369,0
6,8,original,0.3313656449317932,0
6,8,noise,0.3009335398674011,0
6,8,rotated,0.20789872109889984,0
6,8,brightness,0.314303994178772,0
6,9,original,0.35880792140960693,0
6,9,noise,0.33680272102355957,0
6,9,rotated,0.1971028745174408,0
6,9,brightness,0.348184734582901,0
6,10,original,0.4565601944923401,0
6,10,noise,0.3783552050590515,0
6,10,rotated,0.18503473699092865,0
6,10,brightness,0.42608070373535156,0
6,11,original,0.5120484232902527,1
6,11,noise,0.4414294362068176,0
6,11,rotated,0.21166636049747467,0
6,11,brightness,0.48805901408195496,0
6,12,original,0.5267642140388489,1
6,12,noise,0.4629257917404175,0
6,12,rotated,0.2841993272304535,0
6,12,brightness,0.49372124671936035,0
6,13,original,0.49126359820365906,0
6,13,noise,0.4557799994945526,0
6,13,rotated,0.3944433033466339,0
6,13,brightness,0.4727577567100525,0
6,14,original,0.42964476346969604,0
6,14,noise,0.34987765550613403,0
6,14,rotated,0.48974770307540894,0
6,14,brightness,0.4137420654296875,0
6,15,original,0.33370909094810486,0
6,15,noise,0.3070676922798157,0
6,15,rotated,0.5516713261604309,1
6,15,brightness,0.3232686221599579,0
6,16,original,0.29569247364997864,0
6,16,noise,0.26981228590011597,0
6,16,rotated,0.5918922424316406,1
6,16,brightness,0.28494399785995483,0
6,17,original,0.26551949977874756,0
6,17,noise,0.2262057662010193,0
6,17,rotated,0.594045877456665,1
6,17,brightness,0.27168044447898865,0
6,18,original,0.25964972376823425,0
6,18,noise,0.2169838845729828,0
6,18,rotated,0.5632985830307007,1
6,18,brightness,0.2658272385597229,0
6,19,original,0.23432712256908417,0
6,19,noise,0.21463081240653992,0
6,19,rotated,0.5127524733543396,1
6,19,brightness,0.23982283473014832,0
6,20,original,0.25460171699523926,0
6,20,noise,0.212738037109375,0
6,20,rotated,0.5140412449836731,1
6,20,brightness,0.25065991282463074,0
6,21,original,0.31604427099227905,0
6,21,noise,0.25181350111961365,0
6,21,rotated,0.4462248384952545,0
6,21,brightness,0.29817995429039,0
6,22,original,0.37728703022003174,0
6,22,noise,0.3425276577472687,0
6,22,rotated,0.4335493743419647,0
6,22,brightness,0.34915176033973694,0
6,23,original,0.444067120552063,0
6,23,noise,0.3974233567714691,0
6,23,rotated,0.388736754655838,0
6,23,brightness,0.4221116900444031,0
6,24,original,0.4829348623752594,0
6,24,noise,0.43235984444618225,0
6,24,rotated,0.29965460300445557,0
6,24,brightness,0.4649197459220886,0
7,0,original,0.2285996824502945,0
7,0,noise,0.17868898808956146,0
7,0,rotated,0.14567916095256805,0
7,0,brightness,0.2516883313655853,0
7,1,original,0.23538020253181458,0
7,1,noise,0.1733473688364029,0
7,1,rotated,0.106118343770504,0
7,1,brightness,0.24249771237373352,0
7,2,original,0.2176162153482437,0
7,2,noise,0.2087727040052414,0
7,2,rotated,0.07428005337715149,0
7,2,brightness,0.21296285092830658,0
7,3,original,0.17383113503456116,0
7,3,noise,0.15976835787296295,0
7,3,rotated,0.0760117769241333,0
7,3,brightness,0.18760322034358978,0
7,4,original,0.13063058257102966,0
7,4,noise,0.10863938927650452,0
7,4,rotated,0.06755635142326355,0
7,4,brightness,0.12550607323646545,0
7,5,original,0.123527392745018,0
7,5,noise,0.08201809972524643,0
7,5,rotated,0.06868921965360641,0
7,5,brightness,0.11139286309480667,0
7,6,original,0.13137167692184448,0
7,6,noise,0.06567312777042389,0
7,6,rotated,0.07428976893424988,0
7,6,brightness,0.11655745655298233,0
7,7,original,0.13329806923866272,0
7,7,noise,0.08981713652610779,0
7,7,rotated,0.0812850147485733,0
7,7,brightness,0.1319962739944458,0
7,8,original,0.15393584966659546,0
7,8,noise,0.13053195178508759,0
7,8,rotated,0.0879984200000763,0
7,8,brightness,0.12871921062469482,0
7,9,original,0.141900897026062,0
7,9,noise,0.13667087256908417,0
7,9,rotated,0.07135627418756485,0
7,9,brightness,0.17283682525157928,0
7,10,original,0.21844710409641266,0
7,10,noise,0.1827077865600586,0
7,10,rotated,0.09861870855093002,0
7,10,brightness,0.21400122344493866,0
7,11,original,0.26656466722488403,0
7,11,noise,0.21636736392974854,0
7,11,rotated,0.11012370884418488,0
7,11,brightness,0.2668986916542053,0
7,12,original,0.23493404686450958,0
7,12,noise,0.2223484069108963,0
7,12,rotated,0.13185735046863556,0
7,12,brightness,0.27340570092201233,0
7,13,original,0.26624590158462524,0
7,13,noise,0.16409488022327423,0
7,13,rotated,0.19840864837169647,0
7,13,brightness,0.2903725206851959,0
7,14,original,0.28720468282699585,0
7,14,noise,0.23071151971817017,0
7,14,rotated,0.3058692216873169,0
7,14,brightness,0.3085181415081024,0
7,15,original,0.23284953832626343,0
7,15,noise,0.2016720026731491,0
7,15,rotated,0.3864162266254425,0
7,15,brightness,0.24901308119297028,0
7,16,original,0.1663316935300827,0
7,16,noise,0.12965233623981476,0
7,16,rotated,0.4391093850135803,0
7,16,brightness,0.1827312558889389,0
7,17,original,0.13894034922122955,0
